GSM04758000904473;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009060276;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009062191;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911298;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911406;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911496;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911513;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911533;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911556;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911563;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911573;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911849;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009911936;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009912092;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009912125;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009912203;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009912211;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
GSM047580009920494;CANCEL;;"Cancelation from customer; Requested by Hans William Huyng ";KSB5;;;;1;;;;TROND_08012014;Y
