;04759909148;KORFAK;Justering manglende rabatt;Justering manglende rabatt;1.28;;;;;trka0776 14.03.2011;1;trka0776;
;04793000116;KORFAK;Justering manglende rabatt;Justering manglende rabatt;1.37;;;;;trka0776 14.03.2011;1;trka0776;
;04792800224;KORFAK;Justering manglende rabatt;Justering manglende rabatt;1.48;;;;;trka0776 14.03.2011;1;trka0776;
;04793027626;KORFAK;Justering manglende rabatt;Justering manglende rabatt;1.76;;;;;trka0776 14.03.2011;1;trka0776;
;04793000102;KORFAK;Justering manglende rabatt;Justering manglende rabatt;1.85;;;;;trka0776 14.03.2011;1;trka0776;
;04793029268;KORFAK;Justering manglende rabatt;Justering manglende rabatt;1.99;;;;;trka0776 14.03.2011;1;trka0776;
;04798200960;KORFAK;Justering manglende rabatt;Justering manglende rabatt;2.05;;;;;trka0776 14.03.2011;1;trka0776;
;04740640857;KORFAK;Justering manglende rabatt;Justering manglende rabatt;2.65;;;;;trka0776 14.03.2011;1;trka0776;
;04740725430;KORFAK;Justering manglende rabatt;Justering manglende rabatt;2.7;;;;;trka0776 14.03.2011;1;trka0776;
;04745477902;KORFAK;Justering manglende rabatt;Justering manglende rabatt;2.74;;;;;trka0776 14.03.2011;1;trka0776;
;04792853185;KORFAK;Justering manglende rabatt;Justering manglende rabatt;3.25;;;;;trka0776 14.03.2011;1;trka0776;
;04792463368;KORFAK;Justering manglende rabatt;Justering manglende rabatt;3.32;;;;;trka0776 14.03.2011;1;trka0776;
;04793059262;KORFAK;Justering manglende rabatt;Justering manglende rabatt;3.61;;;;;trka0776 14.03.2011;1;trka0776;
;04793002019;KORFAK;Justering manglende rabatt;Justering manglende rabatt;3.87;;;;;trka0776 14.03.2011;1;trka0776;
;04759908953;KORFAK;Justering manglende rabatt;Justering manglende rabatt;3.88;;;;;trka0776 14.03.2011;1;trka0776;
;04798241726;KORFAK;Justering manglende rabatt;Justering manglende rabatt;4.79;;;;;trka0776 14.03.2011;1;trka0776
;04793409292;KORFAK;Justering manglende rabatt;Justering manglende rabatt;5.66;;;;;trka0776 14.03.2011;1;trka0776
;04759909033;KORFAK;Justering manglende rabatt;Justering manglende rabatt;6.17;;;;;trka0776 14.03.2011;1;trka0776
;04740605348;KORFAK;Justering manglende rabatt;Justering manglende rabatt;6.32;;;;;trka0776 14.03.2011;1;trka0776
;04793000107;KORFAK;Justering manglende rabatt;Justering manglende rabatt;6.55;;;;;trka0776 14.03.2011;1;trka0776
;04792874348;KORFAK;Justering manglende rabatt;Justering manglende rabatt;7.27;;;;;trka0776 14.03.2011;1;trka0776
;04740649592;KORFAK;Justering manglende rabatt;Justering manglende rabatt;8.07;;;;;trka0776 14.03.2011;1;trka0776
;04746424401;KORFAK;Justering manglende rabatt;Justering manglende rabatt;8.33;;;;;trka0776 14.03.2011;1;trka0776
;04792874276;KORFAK;Justering manglende rabatt;Justering manglende rabatt;8.91;;;;;trka0776 14.03.2011;1;trka0776
;04748085059;KORFAK;Justering manglende rabatt;Justering manglende rabatt;9.56;;;;;trka0776 14.03.2011;1;trka0776
;04746424415;KORFAK;Justering manglende rabatt;Justering manglende rabatt;9.74;;;;;trka0776 14.03.2011;1;trka0776
;04792609215;KORFAK;Justering manglende rabatt;Justering manglende rabatt;9.87;;;;;trka0776 14.03.2011;1;trka0776
;04745267667;KORFAK;Justering manglende rabatt;Justering manglende rabatt;10.01;;;;;trka0776 14.03.2011;1;trka0776
;04793251576;KORFAK;Justering manglende rabatt;Justering manglende rabatt;11.44;;;;;trka0776 14.03.2011;1;trka0776
;04793091738;KORFAK;Justering manglende rabatt;Justering manglende rabatt;11.75;;;;;trka0776 14.03.2011;1;trka0776
;04745479261;KORFAK;Justering manglende rabatt;Justering manglende rabatt;12.41;;;;;trka0776 14.03.2011;1;trka0776
;04793000097;KORFAK;Justering manglende rabatt;Justering manglende rabatt;12.41;;;;;trka0776 14.03.2011;1;trka0776
;04793000679;KORFAK;Justering manglende rabatt;Justering manglende rabatt;12.86;;;;;trka0776 14.03.2011;1;trka0776
;04792695197;KORFAK;Justering manglende rabatt;Justering manglende rabatt;13.02;;;;;trka0776 14.03.2011;1;trka0776
;04745277981;KORFAK;Justering manglende rabatt;Justering manglende rabatt;13.97;;;;;trka0776 14.03.2011;1;trka0776
;04793423368;KORFAK;Justering manglende rabatt;Justering manglende rabatt;14.15;;;;;trka0776 14.03.2011;1;trka0776
;04745481995;KORFAK;Justering manglende rabatt;Justering manglende rabatt;14.24;;;;;trka0776 14.03.2011;1;trka0776
;04793412602;KORFAK;Justering manglende rabatt;Justering manglende rabatt;15.11;;;;;trka0776 14.03.2011;1;trka0776
;04740640855;KORFAK;Justering manglende rabatt;Justering manglende rabatt;15.58;;;;;trka0776 14.03.2011;1;trka0776
;04746637695;KORFAK;Justering manglende rabatt;Justering manglende rabatt;15.87;;;;;trka0776 14.03.2011;1;trka0776
;04792877628;KORFAK;Justering manglende rabatt;Justering manglende rabatt;16.5;;;;;trka0776 14.03.2011;1;trka0776
;04740105412;KORFAK;Justering manglende rabatt;Justering manglende rabatt;17.29;;;;;trka0776 14.03.2011;1;trka0776
;04759909125;KORFAK;Justering manglende rabatt;Justering manglende rabatt;18.32;;;;;trka0776 14.03.2011;1;trka0776
;04793055183;KORFAK;Justering manglende rabatt;Justering manglende rabatt;18.46;;;;;trka0776 14.03.2011;1;trka0776
;04793065348;KORFAK;Justering manglende rabatt;Justering manglende rabatt;19.19;;;;;trka0776 14.03.2011;1;trka0776
;04740640853;KORFAK;Justering manglende rabatt;Justering manglende rabatt;22.9;;;;;trka0776 14.03.2011;1;trka0776
;04746637682;KORFAK;Justering manglende rabatt;Justering manglende rabatt;24.68;;;;;trka0776 14.03.2011;1;trka0776
;04747924416;KORFAK;Justering manglende rabatt;Justering manglende rabatt;26.82;;;;;trka0776 14.03.2011;1;trka0776
;04792460930;KORFAK;Justering manglende rabatt;Justering manglende rabatt;34.63;;;;;trka0776 14.03.2011;1;trka0776
;04792874243;KORFAK;Justering manglende rabatt;Justering manglende rabatt;37.59;;;;;trka0776 14.03.2011;1;trka0776
;04793218130;KORFAK;Justering manglende rabatt;Justering manglende rabatt;37.82;;;;;trka0776 14.03.2011;1;trka0776
;04793001210;KORFAK;Justering manglende rabatt;Justering manglende rabatt;40.05;;;;;trka0776 14.03.2011;1;trka0776
;04740725820;KORFAK;Justering manglende rabatt;Justering manglende rabatt;40.97;;;;;trka0776 14.03.2011;1;trka0776
;04740724655;KORFAK;Justering manglende rabatt;Justering manglende rabatt;42.25;;;;;trka0776 14.03.2011;1;trka0776
;04792471118;KORFAK;Justering manglende rabatt;Justering manglende rabatt;45.54;;;;;trka0776 14.03.2011;1;trka0776
;04740725234;KORFAK;Justering manglende rabatt;Justering manglende rabatt;46.73;;;;;trka0776 14.03.2011;1;trka0776
;04792874281;KORFAK;Justering manglende rabatt;Justering manglende rabatt;49.06;;;;;trka0776 14.03.2011;1;trka0776
;04793465963;KORFAK;Justering manglende rabatt;Justering manglende rabatt;49.28;;;;;trka0776 14.03.2011;1;trka0776
;04745395392;KORFAK;Justering manglende rabatt;Justering manglende rabatt;50.2;;;;;trka0776 14.03.2011;1;trka0776
;04740725536;KORFAK;Justering manglende rabatt;Justering manglende rabatt;53.57;;;;;trka0776 14.03.2011;1;trka0776
;04740725084;KORFAK;Justering manglende rabatt;Justering manglende rabatt;55.47;;;;;trka0776 14.03.2011;1;trka0776
;04740724863;KORFAK;Justering manglende rabatt;Justering manglende rabatt;57.42;;;;;trka0776 14.03.2011;1;trka0776
;04740724310;KORFAK;Justering manglende rabatt;Justering manglende rabatt;59.88;;;;;trka0776 14.03.2011;1;trka0776
;04740725682;KORFAK;Justering manglende rabatt;Justering manglende rabatt;63.79;;;;;trka0776 14.03.2011;1;trka0776
;04740725336;KORFAK;Justering manglende rabatt;Justering manglende rabatt;64.04;;;;;trka0776 14.03.2011;1;trka0776
;04740725205;KORFAK;Justering manglende rabatt;Justering manglende rabatt;65.18;;;;;trka0776 14.03.2011;1;trka0776
;04793237615;KORFAK;Justering manglende rabatt;Justering manglende rabatt;65.75;;;;;trka0776 14.03.2011;1;trka0776
;04740725364;KORFAK;Justering manglende rabatt;Justering manglende rabatt;67.79;;;;;trka0776 14.03.2011;1;trka0776
;04740725611;KORFAK;Justering manglende rabatt;Justering manglende rabatt;68.51;;;;;trka0776 14.03.2011;1;trka0776
;04740725624;KORFAK;Justering manglende rabatt;Justering manglende rabatt;70.26;;;;;trka0776 14.03.2011;1;trka0776
;04740725204;KORFAK;Justering manglende rabatt;Justering manglende rabatt;70.32;;;;;trka0776 14.03.2011;1;trka0776
;04740725122;KORFAK;Justering manglende rabatt;Justering manglende rabatt;71.52;;;;;trka0776 14.03.2011;1;trka0776
;04740725615;KORFAK;Justering manglende rabatt;Justering manglende rabatt;73.13;;;;;trka0776 14.03.2011;1;trka0776
;04740725472;KORFAK;Justering manglende rabatt;Justering manglende rabatt;74.39;;;;;trka0776 14.03.2011;1;trka0776
;04740724746;KORFAK;Justering manglende rabatt;Justering manglende rabatt;76.29;;;;;trka0776 14.03.2011;1;trka0776
;04740725890;KORFAK;Justering manglende rabatt;Justering manglende rabatt;76.41;;;;;trka0776 14.03.2011;1;trka0776
;04740725606;KORFAK;Justering manglende rabatt;Justering manglende rabatt;90.22;;;;;trka0776 14.03.2011;1;trka0776
;04793465962;KORFAK;Justering manglende rabatt;Justering manglende rabatt;93.78;;;;;trka0776 14.03.2011;1;trka0776
;04745205264;KORFAK;Justering manglende rabatt;Justering manglende rabatt;99.03;;;;;trka0776 14.03.2011;1;trka0776
;04746625664;KORFAK;Justering manglende rabatt;Justering manglende rabatt;99.03;;;;;trka0776 14.03.2011;1;trka0776
;04792885798;KORFAK;Justering manglende rabatt;Justering manglende rabatt;99.03;;;;;trka0776 14.03.2011;1;trka0776
;04793400311;KORFAK;Justering manglende rabatt;Justering manglende rabatt;99.03;;;;;trka0776 14.03.2011;1;trka0776
;04740725672;KORFAK;Justering manglende rabatt;Justering manglende rabatt;99.34;;;;;trka0776 14.03.2011;1;trka0776
;04793000779;KORFAK;Justering manglende rabatt;Justering manglende rabatt;101.14;;;;;trka0776 14.03.2011;1;trka0776
;04740001555;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740450098;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740453406;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740458094;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740458714;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740461038;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740466000;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740474100;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740481102;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740484934;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740490221;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740635175;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740722157;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740760926;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740761158;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04740765407;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04741217347;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04741427360;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04741579173;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04741602124;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04741642548;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745015304;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745036188;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745212386;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745218980;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745222345;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745259969;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745266689;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745271970;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745289951;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745454516;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745457526;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745467613;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745496000;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745501237;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
;04745506575;KORFAK;Justering manglende rabatt;Justering manglende rabatt;102.13;;;;;trka0776 14.03.2011;1;trka0776
