L;102343605;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000137
L;104906409;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000018
L;109236604;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526018
L;112806401;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000067
L;114431117;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3527019
L;114906407;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526018
L;117735902;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3527017
L;120806401;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3543001
L;123254013;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3542002
L;123336018;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000012
L;123758013;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3527018
L;124906405;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526019
L;127445708;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000100
L;128691110;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3527018
L;134285709;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000091
L;139339402;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000617
L;148852015;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000443
L;157159401;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000850
L;164806408;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526019
L;167942507;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526014
L;168771509;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3542003
L;170441604;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526014
L;173366402;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3528006
L;180806408;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000012
L;181727702;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000092
L;184806404;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000004
L;192173904;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;3526019
L;193806403;;NCC ROADS AS;;;OSLO;0101;;;93;SENTRUM;NOR;;;;;;;;;;;;;;AFL;AFL 24.02.2014;;;;61000069
