B;350495602;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;869293605;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;955345608;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;191713601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;350203600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;450203609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;950203604;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;519293609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;612593608;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;451403604;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;702403601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;871403606;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;463690602;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;275607604;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;122403603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008;;;;
B;222403602;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;912403607;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;704690601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;543786602;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;195203609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;275203602;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;426203600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;475203600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;485203608;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;616203600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;636203606;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;685203606;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;716203609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;756203600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;795203603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;875203606;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;885203604;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;916203607;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;926203605;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;995203601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;323303602;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;363303603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;712303601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;720403609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;724303607;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;762303600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;839303609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;909303604;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;959303603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;154403604;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;273403600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;344403605;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;464403609;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;534403605;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;544403603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;554403600;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;564403608;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;593403603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;734403603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;744403601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;754403608;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;843096603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;144403607;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;983690603;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;663703601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;425946605;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;373690601;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
B;593690605;;AGRESSO FAKTURASENTRAL;;;OSLO;0601;;;6061;ETTERSTAD;NOR;;;;;;;;;;;;;;BOM;BOM 19.11.2008
