,04746428115,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.06",Rabatt,132.88,,,,,CSK 28.03.2006,1,CSK,
,04798241607,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.07",Rabatt,120.78,,,,,CSK 28.03.2006,1,CSK,
,04793467934,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.08",Rabatt,116.42,,,,,CSK 28.03.2006,1,CSK,
,04792251429,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.09",Rabatt,113.61,,,,,CSK 28.03.2006,1,CSK,
,04798241617,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.10",Rabatt,101.87,,,,,CSK 28.03.2006,1,CSK,
,04793426601,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.11",Rabatt,93.82,,,,,CSK 28.03.2006,1,CSK,
,04793217248,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.12",Rabatt,89.6,,,,,CSK 28.03.2006,1,CSK,
,04798211411,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.13",Rabatt,88.14,,,,,CSK 28.03.2006,1,CSK,
,04793004899,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.14",Rabatt,87.22,,,,,CSK 28.03.2006,1,CSK,
,04798241686,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.15",Rabatt,80.36,,,,,CSK 28.03.2006,1,CSK,
,04798241483,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.16",Rabatt,79.76,,,,,CSK 28.03.2006,1,CSK,
,04792291706,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.17",Rabatt,79.49,,,,,CSK 28.03.2006,1,CSK,
,04798211464,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.18",Rabatt,76.46,,,,,CSK 28.03.2006,1,CSK,
,04798241726,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.19",Rabatt,75.38,,,,,CSK 28.03.2006,1,CSK,
,04798241639,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.20",Rabatt,75.16,,,,,CSK 28.03.2006,1,CSK,
,04798251397,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.21",Rabatt,71.13,,,,,CSK 28.03.2006,1,CSK,
,04792488767,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.22",Rabatt,70.57,,,,,CSK 28.03.2006,1,CSK
,04793434894,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.23",Rabatt,70.13,,,,,CSK 28.03.2006,1,CSK
,04798242389,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.24",Rabatt,70.02,,,,,CSK 28.03.2006,1,CSK
,04798241622,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.25",Rabatt,69.57,,,,,CSK 28.03.2006,1,CSK
,04793441642,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.26",Rabatt,68.41,,,,,CSK 28.03.2006,1,CSK
,04798690252,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.27",Rabatt,67.72,,,,,CSK 28.03.2006,1,CSK
,04793089789,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.28",Rabatt,67.28,,,,,CSK 28.03.2006,1,CSK
,04792454546,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.29",Rabatt,67.05,,,,,CSK 28.03.2006,1,CSK
,04798211482,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.30",Rabatt,66.94,,,,,CSK 28.03.2006,1,CSK
,04798241616,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.31",Rabatt,66.84,,,,,CSK 28.03.2006,1,CSK
,04798242400,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.32",Rabatt,64.91,,,,,CSK 28.03.2006,1,CSK
,04798241720,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.33",Rabatt,64.85,,,,,CSK 28.03.2006,1,CSK
,04798211560,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.34",Rabatt,64.83,,,,,CSK 28.03.2006,1,CSK
,04798242396,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.35",Rabatt,64.66,,,,,CSK 28.03.2006,1,CSK
,04793004827,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.36",Rabatt,64.13,,,,,CSK 28.03.2006,1,CSK
,04792260360,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.37",Rabatt,63.9,,,,,CSK 28.03.2006,1,CSK
,04798211455,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.38",Rabatt,63.44,,,,,CSK 28.03.2006,1,CSK
,04792015965,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.39",Rabatt,63.42,,,,,CSK 28.03.2006,1,CSK
,04792090299,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.40",Rabatt,62.36,,,,,CSK 28.03.2006,1,CSK
,04793004339,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.41",Rabatt,62.36,,,,,CSK 28.03.2006,1,CSK
,04792436777,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.42",Rabatt,62.3,,,,,CSK 28.03.2006,1,CSK
,04792664538,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.43",Rabatt,62.02,,,,,CSK 28.03.2006,1,CSK
,04798450302,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.44",Rabatt,60.95,,,,,CSK 28.03.2006,1,CSK
,04792418675,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.45",Rabatt,58.97,,,,,CSK 28.03.2006,1,CSK
,04795170792,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.46",Rabatt,58.74,,,,,CSK 28.03.2006,1,CSK
,04798211458,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.47",Rabatt,58.6,,,,,CSK 28.03.2006,1,CSK
,04798241705,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.48",Rabatt,57.65,,,,,CSK 28.03.2006,1,CSK
,04798211427,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.49",Rabatt,55.45,,,,,CSK 28.03.2006,1,CSK
,04792663399,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.50",Rabatt,54.61,,,,,CSK 28.03.2006,1,CSK
,04798241670,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.51",Rabatt,54.5,,,,,CSK 28.03.2006,1,CSK
,04792438701,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.52",Rabatt,54.05,,,,,CSK 28.03.2006,1,CSK
,04792214083,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.53",Rabatt,53.35,,,,,CSK 28.03.2006,1,CSK
,04798241724,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.54",Rabatt,53.14,,,,,CSK 28.03.2006,1,CSK
,04792251374,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.55",Rabatt,52.92,,,,,CSK 28.03.2006,1,CSK
,04793814082,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.56",Rabatt,52.87,,,,,CSK 28.03.2006,1,CSK
,04793281753,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.57",Rabatt,51.75,,,,,CSK 28.03.2006,1,CSK
,04798211397,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.58",Rabatt,51.39,,,,,CSK 28.03.2006,1,CSK
,04792892360,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.59",Rabatt,51.18,,,,,CSK 28.03.2006,1,CSK
,04798241624,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.60",Rabatt,51.18,,,,,CSK 28.03.2006,1,CSK
,04798834037,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.61",Rabatt,51.11,,,,,CSK 28.03.2006,1,CSK
,04790772173,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.62",Rabatt,50.25,,,,,CSK 28.03.2006,1,CSK
,04798211421,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.63",Rabatt,50.21,,,,,CSK 28.03.2006,1,CSK
,04798241656,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.64",Rabatt,50.02,,,,,CSK 28.03.2006,1,CSK
,04792241389,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.65",Rabatt,49.96,,,,,CSK 28.03.2006,1,CSK
,04798241698,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.66",Rabatt,49.02,,,,,CSK 28.03.2006,1,CSK
,04798241709,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.67",Rabatt,48.86,,,,,CSK 28.03.2006,1,CSK
,04748060719,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.68",Rabatt,48.5,,,,,CSK 28.03.2006,1,CSK
,04793249783,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.69",Rabatt,48.48,,,,,CSK 28.03.2006,1,CSK
,04792441666,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.70",Rabatt,47.85,,,,,CSK 28.03.2006,1,CSK
,04798452260,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.71",Rabatt,47,,,,,CSK 28.03.2006,1,CSK
,04792491368,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.72",Rabatt,46.65,,,,,CSK 28.03.2006,1,CSK
,04798211383,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.73",Rabatt,46.52,,,,,CSK 28.03.2006,1,CSK
,04798241691,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.74",Rabatt,46.49,,,,,CSK 28.03.2006,1,CSK
,04798417509,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.75",Rabatt,45.94,,,,,CSK 28.03.2006,1,CSK
,04792049705,KORFAK,"Justert for manglende rabatt, skulle hatt 20% fra 20.02.76",Rabatt,44.67,,,,,CSK 28.03.2006,1,CSK
